totmou,creditcd,eqpdays,Customer_ID
1745,Y,669,1038785
14808,Y,878,1017359
14913,Y,331,1047084
2089,,592,1026986
7986,Y,136,1019065
8928,N,348,1087643
3283,Y,220,1077074
2457,N,328,1089460
1629,N,227,1075615
16790,Y,150,1013483
5957,N,366,1062833
516,Y,424,1060861
7696,Y,927,1014421
40459,Y,266,1037354
1898,N,187,1095350
6371,N,447,1056587
4895,N,608,1044914
1722,Y,48,1010731
4897,N,216,1089958
7761,Y,266,1018939
4955,N,571,1030630
483,Y,1135,1098237
974,Y,571,1030639
12671,N,539,1041812
8322,N,175,1061385
6964,Y,526,1027256
5730,Y,351,1065472
6993,Y,458,1042910
242,Y,360,1053722
2386,Y,366,1062732
4587,Y,611,1034413
2926,N,376,1024975
1781,Y,394,1076154
13195,Y,165,1036501
1322,Y,83,1074561
13237,N,374,1081648
4172,Y,249,1086251
6029,Y,48,1033652
10113,N,126,1096417
3681,Y,288,1065717
1386,N,183,1095574
3417,Y,345,1073444
8789,Y,271,1072494
15051,Y,1181,1003506
3253,Y,125,1055535
19549,Y,96,1004838
4034,Y,394,1066074
15268,Y,246,1021207
6845,Y,257,1040268
7391,Y,713,1034826
13482,Y,307,1016921
3112,Y,195,1091955
10964,Y,234,1059607
25258,Y,120,1065980
11646,Y,64,1033401
12010,Y,214,1023114
5949,Y,324,1072268
12776,N,724,1033814
13208,N,129,1090789
5627,Y,801,1015461
2524,Y,468,1048214
1066,N,354,1054355
5229,Y,277,1067232
1720,Y,186,1086501
9905,N,559,1033425
2761,Y,870,1017964
3507,N,882,1099191
12215,Y,134,1049136
6768,Y,891,1011465
1710,Y,360,1063753
4905,Y,199,1091756
3280,Y,360,1070928
12648,Y,6,1036010
2340,Y,869,1014268
4447,N,73,1067961
19110,Y,277,1078056
10051,Y,368,1007888
12446,N,368,1062505
7244,N,246,1084003
5410,Y,668,1025707
12490,Y,340,1056373
22,Y,420,1061501
1966,Y,908,1012631
1202,Y,390,1076889
6873,Y,10,1024910
18465,Y,63,1064976
2879,N,211,1096512
14275,N,836,1011247
7736,N,183,1036230
2471,Y,241,1071291
21732,Y,67,1063383
15230,N,74,1055826
13149,Y,783,1024974
3838,Y,581,1027387
4754,Y,185,1071484
3040,Y,323,1059552
13766,Y,499,1038868
17276,N,287,1093356
12956,Y,349,1072700
18618,N,277,1030895
8505,N,64,1089560
11614,Y,212,1096455
3963,Y,600,1039410
27406,N,195,1064141
15091,Y,419,1025077
16621,Y,115,1004236
7222,Y,1,1035513
2624,N,242,1072512
1385,Y,322,1059637
8156,Y,251,1085872
8835,N,353,1054482
2927,N,370,1069294
24661,Y,218,1001835
12730,N,5,1094097
13423,Y,611,1038513
3068,Y,359,1050917
3340,Y,178,1012132
14779,Y,102,1007018
9355,N,172,1018815
4069,Y,860,1014719
1070,Y,491,1059577
10654,Y,996,1009309
11294,Y,729,1020950
5093,Y,723,1021429
11173,Y,706,1017583
817,N,190,1085734
8799,Y,260,1054808
13364,Y,20,1038116
521,Y,463,1042478
19387,N,77,1041917
2771,N,426,1053219
4851,Y,660,1034118
1329,Y,69,1058610
16911,N,113,1055773
1428,Y,381,1022959
2585,N,567,1031810
4793,Y,480,1061654
9090,Y,445,1067377
4663,Y,137,1044166
5074,Y,378,1079961
22220,Y,144,1065599
4683,Y,286,1079138
7805,N,675,1003744
4279,Y,464,1064537
2784,N,284,1073797
35932.07,Y,337,1000604
2973,Y,683,1029366
1825,N,198,1096945
2366,N,732,1032971
4460,N,68,1053072
2606,Y,417,1071425
6734,Y,261,1050883
1253,N,182,1095587
8378,Y,328,1077166
3499,Y,399,1074924
9258,Y,3,1029183
4128,N,142,1088047
1867,Y,184,1086876
1080,N,118,1068304
1745,N,1035,1005513
472,Y,582,1041261
2636,Y,636,1036089
24488,Y,395,1010022
3658,N,413,1072262
2209,N,113,1054317
11382,N,259,1039081
4980,Y,129,1031691
5100,,131,1088041
5511,Y,938,1001528
17071,N,238,1042685
1521,N,269,1068392
4974,Y,79,1054641
8575,Y,152,1058135
3779,N,363,1063221
2988,,136,1063740
8860,Y,700,1035883
7045,Y,95,1022879
8779,Y,266,1015020
586,Y,376,1061186
7233,Y,681,1029780
9264,Y,44,1061074
2178,N,619,1024559
175,N,392,1066326
410,N,194,1085013
3954,N,228,1096041
1228,Y,137,1016102
2716,Y,272,1067872
2941,Y,911,1012486
1710,Y,304,1062792
2884,Y,398,1040104
652,Y,227,1075470
7478,Y,66,1076388
1787,Y,515,1055456
7366,Y,484,1040235
4510,Y,733,1032665
7466,Y,666,1039053
6927,Y,404,1030699
3736,N,334,1088779
3333,Y,1061,1003816
969,Y,326,1058860
9678,N,147,1095263
2506,N,611,1025276
1599,N,157,1027769
23854,Y,301,1092165
1518,Y,834,1016198
3547,Y,66,1028560
3019,Y,288,1098459
813,Y,673,1032218
20784,N,846,1098649
7385,Y,676,1005219
8435,Y,206,1024576
1829,Y,529,1008480
16949,N,1081,1098695
6516,Y,29,1067893
1959,N,267,1068675
7951,Y,225,1093439
17257,N,147,1009794
2521,Y,79,1076471
16382,N,110,1003077
12928,Y,506,1038178
5020,Y,320,1060123
6667,Y,141,1033588
5062,Y,306,1083995
35834,N,196,1002702
8921,Y,34,1006798
17352,Y,229,1013761
3144,N,681,1011265
2720,Y,1320,1002576
3056,Y,251,1006970
447,N,519,1037003
4278,Y,365,1070174
1000,Y,356,1073531
10367,N,184,1034288
8766,Y,478,1041385
8822,Y,258,1014190
3871,Y,543,1051783
15937,N,118,1055489
23318,N,137,1014548
954,Y,907,1099814
1239,N,193,1095071
1664,Y,313,1061318
7577,Y,338,1088465
782,Y,615,1024857
6915,Y,410,1072634
7398,Y,978,1010082
4020,N,462,1054318
35775,Y,161,1002667
12146,Y,198,1020879
7679,N,434,1045405
7025,Y,23,1020729
2793,Y,349,1065943
6848,Y,379,1051497
3458,N,266,1089509
115,Y,606,1025657
2174,Y,184,1013703
1175,Y,198,1084170
1678,N,268,1081157
15151,N,174,1025952
2185,Y,325,1069261
719,Y,227,1096071
1088,Y,285,1087751
3877,Y,60,1096238
32410,Y,-1,1038414
6288,N,161,1090692
11562,Y,386,1015174
1612,Y,1187,1004514
2835,Y,215,1090072
7886,Y,613,1034230
593,Y,347,1087713
6595,Y,5,1099906
30059,Y,465,1007309
11802,Y,384,1011028
850,N,211,1094174
232,Y,514,1037540
8530,N,377,1080508
13465,Y,911,1015340
6881,Y,1096,1004254
38632,Y,202,1026710
3512,Y,263,1085479
1767,Y,421,1018574
10164,Y,382,1067700
3979,Y,734,1024021
5904,N,410,1072732
29724,,776,1005354
11135,Y,364,1006291
4181,N,226,1075929
2632,Y,451,1066641
388,N,222,1093626
29310,N,348,1055235
2498,Y,335,1066529
10604,N,443,1067685
205,N,778,1020805
4521,Y,29,1022783
4472,Y,824,1016842
10459,Y,388,1058827
4668,N,293,1086518
16010,N,177,1047413
20186,Y,737,1020445
3457,Y,831,1021372
3423,N,728,1033377
5840,Y,853,1015207
4865,Y,96,1077981
2092,Y,232,1088404
2471,Y,437,1045117
1038,Y,289,1076750
6439,Y,229,1095997
5809,Y,396,1075453
24888,N,194,1020660
7543,N,692,1027927
16096,Y,281,1058502
5417,Y,547,1000845
13848,Y,426,1044891
4258,Y,821,1014352
7140,Y,572,1029764
1836,Y,580,1041429
6827,Y,331,1068317
3533,Y,384,1067303
11921,Y,988,1098647
8049,Y,206,1010996
6855,N,235,1073780
6315,N,362,1085147
12012,Y,88,1010406
17115,Y,268,1003663
13830,N,488,1060288
597,Y,704,1035515
4928,Y,263,1062432
1344,Y,249,1086293
24527,Y,539,1099189
1660,Y,438,1006542
1117,Y,264,1080971
8548,Y,144,1089874
17484,Y,412,1043193
1611,Y,520,1036835
7500,Y,278,1078127
5123,Y,36,1090085
967,N,257,1099486
603,Y,315,1080844
8864.016667,N,776,1000031
26226,N,64,1005623
1724,Y,351,1054850
10938,Y,182,1036011
2552,Y,807,1018123
2052,Y,672,1025286
678,Y,1017,1005689
8766,N,436,1052141
1880,Y,798,1018990
1171,Y,934,1099597
2898,N,314,1061066
4401,Y,197,1092001
2233,N,224,1093456
15068,Y,241,1017328
4469,N,840,1020738
5477,Y,86,1057984
1101,Y,586,1027692
22311,Y,238,1004664
11113,Y,500,1005991
3406,Y,799,1023692
17178,N,305,1045522
6294,N,532,1053330
17144,N,97,1059176
3713,Y,193,1097116
3486,Y,300,1073357
20231,Y,77,1023073
19814,Y,1044,1099113
1193,Y,245,1087169
6870,Y,836,1007755
20524,N,582,1036854
3961,Y,374,1081410
4216,Y,46,1077996
6980,N,149,1011239
10365,N,4,1046779
9297,N,192,1085325
4796,N,225,1096124
5663,Y,543,1040547
3595,Y,625,1032879
1291,Y,220,1093698
12436,Y,816,1014699
15941,Y,580,1028469
2562,,265,1094563
5884,Y,32,1045818
1162,Y,310,1061760
8945,Y,265,1089701
89,Y,616,1024534
6771,N,747,1019497
1241,Y,242,1095636
11974,Y,409,1026454
14707,Y,918,1012168
4575,Y,695,1027477
4381,N,374,1061529
5873,Y,442,1044554
3330,Y,398,1065306
4387,Y,292,1032223
3405,Y,433,1026339
12291,Y,307,1037556
11500,Y,719,1021737
3002,Y,658,1021716
2354,N,234,1074043
6052,Y,129,1058284
8256,N,322,1016536
2768,Y,310,1061749
4817,Y,411,1047747
19274,N,761,1024909
7268,N,361,1053562
13318,N,615,1033992
6607,Y,681,1029968
1050,Y,706,1017554
2118,Y,285,1076655
1574,Y,132,1041848
1799,Y,737,1031247
6488,N,56,1042113
4972,Y,45,1038256
5124,Y,475,1041107
7526,N,134,1020167
2234,Y,634,1030274
3455,Y,189,1092658
4129,Y,433,1045456
3670,Y,514,1055745
17075,N,117,1018689
2109,Y,19,1024836
6849,Y,389,1058673
1704,Y,321,1090223
18785,Y,82,1007649
10528,Y,96,1059471
10417,Y,249,1046604
3172,N,362,1085227
18239,Y,113,1004647
1697,Y,5,1092106
5505,Y,474,1041223
3559,N,442,1057246
7141,Y,134,1073108
42715,Y,183,1000029
3925,N,339,1088441
4822,Y,357,1064460
9431,Y,269,1056895
20665,Y,184,1047707
619,Y,185,1078441
808,Y,315,1080767
6633,Y,176,1094803
1304,Y,518,1043181
8105,Y,174,1036480
16329,Y,82,1014179
15403,Y,157,1027462
48686,Y,133,1098036
13815,Y,495,1005939
20988,Y,433,1013923
7352,Y,75,1016972
461,N,175,1083618
2104,Y,563,1032790
322,Y,453,1050078
2698,N,556,1033780
29190,Y,235,1010065
977,Y,342,1073816
5303,N,453,1043481
4973,Y,526,1016978
6135,Y,77,1010673
2125,Y,724,1021403
3503,N,185,1095440
4286,N,341,1066982
11169,Y,437,1058057
11725,Y,508,1056564
4150,Y,533,1035682
4007,N,90,1026122
18727,Y,811,1017667
8340,,291,1087077
4819,Y,194,1069729
7057,Y,617,1033837
12032,Y,335,1026060
6690,N,187,1010872
4244,Y,519,1043048
2801,Y,220,1093706
10963,Y,225,1096100
5500,Y,230,1060624
3275,Y,279,1078005
1963,Y,285,1093502
6046,Y,234,1053670
3843,N,258,1022093
2445,Y,224,1089150
2967,N,313,1081766
8161,N,544,1005403
5584,Y,674,1031972
3483,Y,670,1020779
1617,Y,293,1092873
3946,Y,513,1055809
16884,Y,281,1054491
613,Y,211,1044216
832,,196,1094896
13954,Y,121,1027794
862,N,38,1034753
7495,Y,229,1042565
10169,N,526,1047145
2513,Y,227,1096062
5456,Y,349,1065945
5360,Y,4,1041100
750,Y,245,1095501
3062,Y,200,1026266
42676,N,682,1002334
7692,N,290,1039735
9263,Y,674,1020453
9056,N,318,1079696
3941,Y,369,1069575
2923,Y,409,1072826
15270,Y,378,1026644
8196,Y,75,1017363
8586,,379,1060756
4589,Y,322,1069631
2426,Y,280,1077744
14792,Y,159,1008659
3090,N,341,1088162
2776,N,167,1018500
5722,Y,313,1061321
1287,Y,299,1063651
7860,Y,354,1086567
3224,Y,125,1065791
3095,Y,202,1042436
2470,Y,920,1012147
13710,Y,72,1043134
20794,N,88,1005997
9862,Y,17,1057249
3571,Y,621,1043550
3214,N,107,1057311
7170,Y,431,1045652
19086,N,373,1049040
2464,N,213,1078703
6698,Y,304,1091922
1280,N,379,1051537
1428,Y,308,1071937
3715,Y,434,1068984
10784,N,6,1043396
4159,N,440,1018062
3815,Y,799,1015599
4385,Y,121,1068291
3539,Y,438,1044966
5352,N,579,1047870
23350,Y,667,1007959
1255,Y,473,1059527
1944,N,134,1058073
10723,Y,404,1023598
5693,N,403,1073918
362,Y,933,1007357
1820,Y,630,1042670
314,Y,256,1062583
1077,Y,879,1017264
4846,Y,226,1088936
13715,Y,931,1011728
6792,N,625,1043169
5954,Y,267,1018230
8230,N,344,1087965
5268,Y,102,1064187
1838,Y,777,1020840
3343,Y,279,1027163
3718,Y,382,1060073
8671,Y,125,1038896
3781,Y,358,1055905
2819,Y,385,1056937
6721,Y,328,1077204
7458,Y,130,1004217
4696,N,251,1085804
26173,Y,647,1004752
4048,N,266,1081975
1364,Y,238,1087901
7174,Y,67,1023743
6351,Y,38,1093179
79,Y,446,1044107
16096,N,333,1057433
53702,Y,757,1018413
15224,Y,66,1007633
5479,N,556,1034019
1126,Y,485,1060893
5988,N,250,1071270
798,Y,254,1070506
4046,Y,816,1011964
4907,Y,335,1075613
9998,Y,14,1040983
4306,Y,473,1062774
6720,Y,379,1004539
628,Y,874,1099263
16688,Y,154,1018937
7230,Y,141,1095797
5144,N,570,1030940
1109,Y,374,1081528
29495,Y,427,1008822
2854,Y,226,1093371
35909,N,217,1002430
4239,N,442,1044529
343,Y,467,1063820
10315,Y,170,1085202
13334,Y,278,1041256
5127,Y,416,1054377
11460,N,477,1047422
3461,Y,210,1006908
4504,Y,775,1020986
8992,Y,84,1029215
8900,,760,1018183
8629,Y,244,1072294
14311,N,120,1026395
2984,Y,342,1081476
4868,Y,376,1061250
23,Y,184,1093076
97,Y,216,1096322
4681,Y,129,1039721
768,Y,406,1068176
1623,Y,373,1068919
6675,Y,855,1015043
6453,Y,261,1069475
3313,Y,718,1025301
3510,Y,328,1077291
8191,Y,381,1060287
11905,N,49,1096176
4034,Y,692,1018775
4494,Y,66,1038841
5786,N,222,1096191
5344,N,229,1070267
3932,Y,24,1066528
6704,Y,852,1019853
14776,Y,468,1006137
1763,Y,154,1038430
6827,Y,1133,1005731
493,N,250,1091245
9539,Y,504,1057044
3561,N,281,1090438
16771,Y,729,1021003
7167,,433,1069068
5951,Y,454,1043317
2527,N,387,1077698
2950,Y,358,1064123
2937,Y,763,1017954
4880,Y,461,1007245
15705,Y,36,1027067
3272.05,Y,920,1000906
27944,Y,434,1037662
6303,Y,455,1043000
10533,N,221,1051838
4701,Y,712,1025836
3019,N,826,1013080
7972,Y,8,1007211
14919,N,220,1028998
3008,Y,520,1037807
6566,Y,508,1038100
5943,Y,541,1033265
21344,N,779,1001752
1351,Y,435,1004419
5361,N,357,1054062
9580,Y,218,1063760
2848,Y,549,1034429
271,Y,525,1036373
24804,Y,59,1061037
2575,Y,483,1040285
4415,N,260,1060770
397,Y,940,1006844
3397,Y,758,1014475
9105,Y,598,1045920
2674,Y,26,1036604
2953,Y,1184,1003405
1701,N,456,1049702
916,Y,657,1034400
26782,N,419,1023841
2033,Y,582,1036910
4753,Y,346,1012293
6923,Y,291,1009464
8929,N,262,1094284
15811,N,630,1031292
35675,N,426,1011462
10141,Y,127,1063927
5372,Y,218,1077738
3308,Y,236,1086924
11063,N,441,1051555
2077,Y,587,1036353
4530,N,711,1022294
5230,Y,333,1068020
15163,Y,220,1013511
4521,N,634,1030293
48411,Y,536,1005710
5065,N,68,1096178
2873,Y,402,1041956
7518,Y,295,1015710
1741,N,318,1060597
48149,N,168,1002161
2466,Y,923,1014701
8150,N,328,1068760
14065,N,255,1015721
57,Y,11,1081423
6341,N,314,1057334
1689,Y,313,1081338
2017,Y,127,1092466
855,Y,525,1036382
4182,Y,295,1064494
1405,Y,733,1015488
5655,Y,307,1083745
1082,Y,271,1094238
2961,N,273,1067758
11155,Y,313,1071128
3381,Y,360,1085545
2420,Y,148,1022213
13178,Y,66,1073391
3035,N,146,1081729
9039,N,17,1023817
1143,Y,374,1081322
4906,N,531,1026180
19472,Y,726,1024660
3301,Y,637,1023236
31311,N,76,1040324
2348,N,202,1094631
22582,Y,237,1051282
3548,Y,181,1093332
11668,N,674,1032085
3837,Y,645,1041046
3945,N,242,1095632
9037,Y,949,1013402
2304,Y,622,1024291
5212,Y,508,1042075
3246,Y,357,1064506
7477,Y,633,1030437
18708,Y,339,1040900
4223,N,271,1089049
1373,Y,186,1043266
11345,N,103,1074392
4782,N,163,1010192
5039,Y,182,1008517
18016,Y,416,1036515
16527,Y,594,1040020
5929,Y,546,1044999
8441,Y,294,1006875
1756,Y,612,1025163
3044,Y,308,1083386
1479,N,206,1091112
4297,Y,672,1032504
2540,N,300,1085292
11308,Y,464,1064302
5215,Y,439,1044872
5526,N,306,1011382
19322,N,313,1027409
9027,Y,42,1031053
11812,N,205,1081692
2029,Y,366,1053001
5605,N,180,1074007
4670,Y,470,1041634
362,Y,187,1033060
6255,N,510,1056248
8611,Y,215,1078265
328,Y,198,1084158
1146,Y,282,1077221
5252,Y,202,1082393
9013,N,185,1092960
3473,Y,470,1053430
3984,N,312,1081834
12963,Y,658,1098157
13581,Y,302,1086336
4364,Y,655,1034575
7432,Y,644,1028123
5404,N,321,1069795
258,Y,257,1094932
3511,N,473,1041280
3286,Y,390,1058408
8502,N,275,1029111
4232,Y,218,1056480
5269,Y,308,1036823
3245,N,104,1054806
9037,Y,269,1099403
2982,N,909,1099463
278,Y,185,1086564
13872,Y,140,1034749
13222,N,149,1043567
371,Y,518,1055127
10616,N,504,1057120
21002,N,888,1011602
6751,Y,62,1085671
38624,Y,490,1021667
2365,N,196,1094933
6100,N,381,1079163
5901,N,344,1055864
10176,Y,214,1096392
7712,N,767,1017666
1366,Y,271,1068097
4584,Y,804,1018315
4101,Y,532,1035772
12254,Y,254,1090891
8203,Y,4,1052614
5995,Y,680,1027628
9104,Y,544,1034859
7557,N,674,1025164
17389,Y,208,1006490
3337,N,11,1094209
17493,N,28,1065161
1298,N,468,1048284
9419,Y,719,1034280
3681,Y,72,1029134
3583,N,1249,1003286
2170,Y,863,1010287
16422,N,262,1051301
1511,N,754,1027824
2802,Y,432,1045569
14957,Y,593,1040182
751,Y,392,1066259
4332,N,246,1080127
3442,Y,656,1021818
4114,Y,69,1034541
2182,N,525,1054183
2600,Y,228,1093208
5196,N,432,1069244
9062,N,53,1094314
10722,Y,288,1038350
9619,Y,494,1038368
1108,Y,197,1092004
17492,N,7,1047969
10107,N,211,1094181
15450,Y,434,1099001
15240,Y,-1,1035737
4857,Y,100,1065571
6687,Y,591,1017741
6174,Y,167,1019499
9010,N,182,1054954
4388,N,461,1049105
324,N,311,1082125
2361,N,361,1063574
13133,Y,391,1076835
5382,Y,633,1029323
6339,Y,86,1022764
3647,N,577,1009359
20788,Y,732,1006837
1084,Y,799,1015554
6769,Y,463,1064616
1190,Y,192,1097130
10557,Y,153,1006052
5461,Y,425,1070238
6024,Y,-1,1095461
11822,Y,293,1064880
4519,Y,32,1075781
1040,N,274,1079064
8025,Y,353,1086813
7690,Y,189,1042843
1747,Y,331,1085955
4893,Y,969,1010375
84,Y,459,1042803
16782,N,358,1020094
8716,Y,933,1007427
8724,Y,876,1099249
6611,,350,1072520
3760,,362,1070673
31328,N,137,1027116
2618,Y,460,1054660
2285,N,235,1088123
4251,Y,481,1061482
2822,Y,322,1059649
14870,Y,369,1059804
18354,Y,636,1029595
17158,Y,106,1045672
9999,Y,7,1030958
1048,N,348,1017913
54964.48667,Y,526,1000756
4939,,218,1093481
8608,Y,111,1091239
6424,Y,438,1030111
184,N,575,1041959
3701,N,124,1070956
7542,Y,779,1022023
22753,Y,334,1059858
9924,Y,170,1049940
8765,Y,134,1020309
5481,N,191,1097244
7791,N,319,1060206
3484,Y,586,1036461
5194,Y,571,1003800
3936,Y,300,1063434
3284,N,317,1080041
2342,Y,554,1033914
6386,Y,100,1077341
1267,Y,556,1033771
6003,Y,402,1074312
1621,Y,335,1075684
9560,Y,328,1098518
21602,N,43,1003169
6550,N,306,1083965
12072,Y,4,1038041
2159,Y,359,1085725
11316,,312,1081953
304,Y,1041,1007399
6553,Y,273,1079562
6891,N,458,1065455
2106,Y,208,1080239
5823,Y,230,1075042
2223,Y,199,1083576
1589,N,505,1056938
5195,N,696,1006644
17193,Y,245,1041082
17407,N,272,1075800
5503,Y,453,1050014
1654,Y,949,1006339
3621,N,999,1009201
737,Y,863,1018491
3858,Y,319,1070082
1891,N,394,1065953
10041,Y,402,1006532
25905,Y,389,1017664
4483,Y,715,1022048
13349,,60,1050146
2342,Y,289,1065658
2323,Y,272,1079702
17518,N,77,1029856
8989,Y,292,1018868
3680,Y,438,1028821
9218,Y,364,1063193
4419,Y,316,1080240
965,Y,675,1031586
445,N,52,1012208
7250,Y,338,1074192
2605,N,401,1064802
10450,Y,419,1099167
3400,Y,188,1096865
6046,Y,953,1099457
3893,Y,477,1062129
4866,Y,542,1045421
7301,Y,444,1044316
2829,Y,323,1068585
1960,N,579,1041543
3241,Y,328,1068908
4825,Y,360,1063826
1409,Y,102,1050270
6332,Y,253,1018804
2044,,375,1051933
9542,,939,1006895
10566,N,78,1067996
5840,Y,399,1065176
954,N,229,1099809
3765,Y,740,1023560
8314,Y,299,1092362
5955,Y,95,1043716
5094,Y,949,1006355
24355,N,389,1058634
7426,N,197,1072769
837,Y,579,1047813
8921,N,715,1022085
26228,N,285,1013637
276,Y,671,1025450
11776,Y,598,1039662
3448,Y,213,1085125
119,Y,734,1020654
810,Y,316,1075063
7103,Y,184,1093010
3215,Y,98,1093750
6911,Y,206,1037204
9709,Y,391,1076818
1373,Y,957,1006045
6507,Y,587,1030459
7853,N,29,1079901
6656,N,425,1011348
1841,Y,456,1049712
17406,Y,326,1012968
4614,Y,260,1094780
1374,Y,16,1037615
6934,N,210,1079829
14341,N,386,1059135
8317,N,7,1011867
478,Y,1823,1097727
4028,N,183,1095539
1608,N,799,1018876
1404,N,239,1095750
6010,Y,398,1065400
1897,Y,459,1049316
3287,Y,257,1084794
28210,Y,122,1023203
15686,N,286,1052091
14910.18,Y,65,1000806
2160,N,217,1075775
3238,Y,240,1087680
4106,Y,351,1087305
1253,Y,307,1072068
2941,N,338,1074808
1371,N,404,1048518
2465,Y,217,1085698
43914,Y,58,1008525
31076,N,26,1017441
13581,Y,145,1040414
20416,Y,139,1041041
7313,N,227,1096045
11025,N,583,1020217
29852,Y,378,1098579
7034,Y,107,1012084
1997,Y,362,1053411
10384,N,390,1058318
5653,N,372,1052334
515,Y,234,1095886
20495,N,139,1069724
465,Y,884,1009493
4210,Y,389,1066737
1640,Y,865,1014525
11532,N,322,1078625
2646,N,245,1070154
4473,Y,630,1029187
7400.05,N,788,1000865
3068,N,284,1041591
7646,Y,948,1013460
945,Y,521,1047551
4242,Y,853,1002382
8431,Y,123,1003690
5125,Y,692,1027863
1685,Y,1413,1097950
2226,Y,661,1039433
2386,Y,659,1034231
10051,Y,413,1054795
8584,N,883,1009587
5550,N,336,1047639
2876,N,249,1071333
8507,Y,176,1008238
3313,Y,723,1024845
4747,Y,223,1083110
15401,Y,390,1008964
2433,Y,614,1024993
14019,Y,154,1053285
9446,N,379,1060776
1772,Y,313,1081372
5375,N,263,1083144
2706,Y,207,1055029
12936,Y,124,1036628
2713,Y,279,1077997
7875,Y,542,1016032
1315,Y,237,1087910
15367,Y,400,1015156
1264,Y,367,1052491
886,Y,345,1055753
1305,Y,307,1091691
6386,Y,252,1072486
13057,Y,591,1036058
46097,Y,300,1045377
17064,N,226,1006863
3824,Y,354,1071852
46777.2,N,299,1000531
28887,Y,589,1098668
11580,N,66,1036939
4042,Y,242,1099681
13912,Y,211,1090079
14685,Y,172,1024292
13874,Y,121,1049703
3280,N,390,1066560
11099,Y,580,1026121
2904,Y,258,1094860
14544,Y,947,1007882
2237,Y,325,1058938
608,Y,346,1073340
1299,Y,370,1050840
48045,N,27,1015438
1183,N,338,1074954
19377,Y,192,1003767
23608,N,550,1013826
9926,N,367,1084185
3562,N,277,1093432
3961,Y,236,1079222
5747,Y,548,1019375
2887,N,189,1095251
3936,Y,533,1035712
1639,Y,362,1070515
751,Y,320,1069983
5981,Y,284,1031261
3154,Y,290,1092124
11254,Y,148,1030456
8097,N,429,1045977
3062,Y,744,1029454
9967,N,96,1009360
3147,N,365,1084676
1700,Y,308,1071887
3882,Y,14,1032708
14270,Y,1034,1005531
3043,N,61,1092469
5264,Y,657,1034357
13384,N,454,1066191
653,Y,493,1045669
3927,Y,348,1048787
5431,N,425,1045423
7834,N,123,1088585
61794.20667,Y,636,1000584
4978,Y,481,1052278
14675,Y,260,1073711
8856,Y,328,1014684
5138,Y,691,1028044
3234,Y,352,1087147
9870,Y,426,1046301
5249,Y,58,1009551
1097,N,274,1067654
1837,Y,82,1003785
1409,Y,217,1093861
7523,Y,35,1072563
739,Y,306,1062532
5665,Y,292,1074831
28201,Y,647,1027756
13436,N,633,1036355
7590,Y,12,1082126
2700,Y,368,1062527
9642,Y,622,1037487
16597,Y,59,1088821
335,Y,575,1037657
5232,Y,767,1013302
21960,N,486,1010398
1014,Y,1177,1002363
15538,N,129,1066653
10665,Y,169,1051531
2089,N,201,1094698
8304,Y,176,1005677
1277,N,404,1064081
3196,Y,596,1035593
5013,Y,361,1070719
27015,Y,96,1024796
1561,Y,872,1097664
9713,N,464,1064299
30701.22,Y,71,1000776
2036,N,24,1092662
14128,N,173,1041907
12282,Y,402,1024052
4451,Y,217,1089890
4980,N,348,1066023
9204,Y,804,1015304
884,N,201,1083123
1773,N,200,1083231
1821,Y,423,1070529
4491,Y,207,1080592
3982,Y,509,1048853
44132,N,9,1068055
2300,N,207,1094436
9053,Y,469,1041741
769,Y,232,1074459
15113,Y,341,1074198
37208,N,428,1021398
1586,Y,372,1082166
8598,Y,437,1058144
14383,N,781,1016643
6903,Y,420,1046900
3352,N,602,1045436
3061,Y,299,1083266
11086,Y,639,1010792
1795,Y,347,1097786
8817,N,15,1064424
5588,N,619,1040676
7349,Y,701,1026887
10746,Y,256,1078215
6435,Y,358,1085853
5857,N,2,1036470
3955,Y,337,1075109
1330,Y,724,1016283
1345,Y,374,1021738
7490,Y,413,1015955
11115,N,752,1018955
2306,Y,283,1026098
3073,Y,1404,1000768
3253,Y,620,1033543
1520,Y,414,1054701
1824,N,195,1097033
1972,Y,454,1066136
13535,Y,49,1079185
4904,Y,190,1021384
8030,Y,232,1027561
708,Y,241,1092158
2694,Y,302,1063171
18128,Y,169,1088143
6781,Y,21,1084554
832,Y,215,1093995
8799,Y,205,1091152
9853,Y,215,1048803
3037,Y,610,1029090
6092,Y,224,1093474
1417,Y,203,1082159
6300,Y,69,1071486
7415,N,447,1039159
4863,N,304,1092000
2309,N,956,1098751
3151,Y,228,1047019
14459,N,407,1073223
1038,Y,50,1009450
3360,N,621,1037681
14807,Y,768,1021521
2038,N,302,1072831
23308,Y,41,1025168
8980,Y,102,1020487
20357,N,342,1052504
1002,Y,205,1081488
15554,Y,132,1053950
5423,Y,842,1020588
2763,Y,370,1062073
4878,N,349,1065887
1086,Y,632,1036450
4436,Y,399,1074994
9383,N,45,1012231
15525,Y,449,1043860
4778,Y,180,1042439
23448,Y,-1,1091198
11203,Y,742,1020069
12350.28,Y,601,1000484
4651,Y,246,1015063
4173,Y,271,1054044
16702,N,384,1065085
3900,N,240,1073005
3059,Y,94,1000187
518,Y,301,1073094
707,N,300,1073284
140,Y,1727,1097792
3414,Y,546,1044970
14168,Y,374,1058995
7963,N,326,1008029
6790,Y,840,1015853
5724,Y,6,1069986
3617,N,106,1015297
247,Y,81,1055090
10523,N,375,1081258
